1.5900905,-0.659029,0.15804768,-1.2666714,-1.2437639,-0.3789161,-3.8338344,0.28351283,-2.615944,-2.3744214,-2.7131855,-2.6425898,-2.9247236,-3.387963,-1.9580351,-2.147916,-4.096909,-2.5629542,-0.8920145,2.8973308
1.598533,1.0658867,-4.410542,-6.9308596,-7.0227494,-1.7657213,-3.370436,3.1819394,5.4160566,-1.5736898,2.1718693,-9.56434,-0.50336224,4.0410976,4.9178867,-3.8871703,-7.3192563,-6.711709,-1.9346285,-4.019758
-3.3528373,-2.4269347,-0.81857425,-0.4934823,0.5352798,1.4629351,0.7278105,-1.3221085,-3.2295082,-1.8895191,-2.196149,-5.6216497,-1.1804789,-4.152262,-4.6141343,-5.4895425,-10.390186,-3.610519,-4.251366,-7.6528587
-1.1860795,4.2025323,1.467046,-0.47241494,-3.9263635,-2.8619335,2.177789,-0.9348889,4.2655425,-4.120208,-8.11473,7.416484,-1.9946909,-3.8338,-7.2548127,-6.041316,4.348047,-4.840382,-3.5644715,-0.79490674
-0.9127842,-1.652147,-0.91269,2.9387379,-0.96198016,-0.56820834,3.0689862,-0.23403601,3.4619823,-0.15841764,1.3786795,1.2049308,-1.0498223,4.4279165,-0.5872045,0.6070128,8.781065,0.10460529,4.3017416,2.524216
0.08774519,-0.62724984,2.0303612,1.4420089,1.3613306,-0.29838493,-0.14344758,-0.9172703,-0.0028561905,0.95045567,-1.4000593,-3.6083982,2.4417195,-1.1613921,1.3647879,0.34307143,-5.913686,0.15624866,-2.9033604,-3.8588982
-1.9713093,0.51259565,1.0350745,-0.3621834,0.335469,6.0310154,-5.905908,-1.9001424,-3.9439254,-5.929042,-3.4949865,-2.4965644,0.13206555,-5.1178145,-3.3158588,-4.850606,-18.268734,-5.4304523,-14.819576,-14.226914
-1.2420158,0.17863014,-0.10363307,-0.3653369,-0.03372812,0.34623092,1.0979108,-0.8099111,1.5216196,1.8415297,0.23051725,-1.2867354,0.50030255,0.38422027,0.22845796,-1.2947785,-4.0479903,2.702196,-0.8050064,-1.4622525
-0.22414422,1.3302438,1.85103,0.97570956,-1.3500247,-1.1446984,0.103841744,-0.5506524,-0.8745346,2.4043417,1.9742559,2.8885555,-0.2060748,1.1159521,7.439234,1.7760271,1.0199829,0.6881717,1.3834869,1.008495
-3.0733912,-5.5321264,-12.187153,-16.83896,-11.668784,-17.59942,-13.986476,-6.030774,-4.9094634,-6.911462,-9.103761,-0.6801706,-8.540409,-0.083895445,-4.3559465,3.2456014,-1.0045387,2.1108317,-4.089338,-2.6056354
0.25542796,0.68684494,1.7579422,1.5612048,-0.2769787,-0.9830438,0.46330878,-0.19173762,-2.0152748,0.6586427,1.2179711,1.500283,-0.020599749,1.4273208,-1.0039151,2.612759,-1.7178565,1.6210129,1.3940537,-0.20422314
-1.1804622,-3.857734,-0.35450825,-4.469379,-4.9237027,-1.9175668,-3.0910676,1.7552942,-1.881246,2.0423167,0.8068913,6.3221774,1.8001055,0.18848819,-4.682078,-4.4792705,-1.8828377,2.8808742,6.0125475,-0.4470539
-1.8533367,0.76459366,-0.7314795,-0.7437635,1.2384197,1.899696,-0.32052627,0.59729654,-0.24770322,-4.835339,-0.6166117,-4.1913934,-1.1554412,-6.435734,-3.2738185,-3.4612677,-4.4840484,0.13375744,-4.218916,-6.363303
-0.2654371,-0.24443023,-2.544773,-2.6677585,-5.278025,-8.459825,-1.0075552,-2.8378353,-6.713594,1.5842229,3.7686365,-1.7633588,4.194255,-3.118729,-3.1179984,-2.15314,-6.0399747,-1.4557188,-6.120014,-2.392541
-0.44255996,1.1891414,-1.417262,-0.28984752,0.5269841,1.4694004,0.82741565,-2.013841,-4.5908012,0.03016523,-3.131833,-3.9938838,-3.5356615,-1.1823188,-2.0901203,0.53428715,-4.5639243,-1.4514484,-1.0456386,-1.7269064
-0.66762245,-0.19954118,-0.008665491,1.6011147,0.17300427,-1.4012445,2.8933213,-1.3210834,-2.7107031,1.8407129,0.6999426,-1.8852878,-1.5458425,-0.23960312,-0.39604306,4.291401,-4.959161,3.060051,-0.920218,-0.4921822
-2.8399441,0.11288123,-1.1619327,0.3794504,7.163483,-0.47264758,0.79526794,-3.2044685,-5.9513793,2.335349,-1.2173359,-6.890312,-0.07558686,4.88644,-1.9022275,-0.9792035,-13.615056,-2.7112837,-5.8373857,-6.432276
-1.6365309,-0.48686618,0.115030885,0.8716416,2.7392428,1.2876406,-1.5238374,-0.92194974,-1.803755,-3.4266155,-1.909073,-3.217493,-1.3178614,-2.5512488,-1.080598,-1.7361355,-3.1400504,-0.60277987,-5.4265504,-2.557318
-0.94422674,0.055162113,1.7276543,0.24061222,4.8741927,-0.55591744,2.4493809,-0.530508,-2.6297724,-0.74470705,-1.2089947,-1.9392172,-1.3930383,-1.7595105,3.1841674,-5.225434,-0.89651394,-0.39255047,1.1269897,-1.595684
-0.31636512,-0.0687527,1.37923,1.0554897,-0.52701914,-1.4653486,-2.6183891,-0.047098693,-0.45557484,5.1512256,0.60101134,0.36255443,-0.109173805,3.3445356,4.4211197,4.967264,-2.3184795,-0.16368815,0.6541767,-4.304813
-0.2628505,-1.0604949,-0.06056651,3.4114823,1.1357086,-0.24142163,-1.7026561,-1.3434501,-5.9095535,-6.9702067,-7.5039806,-4.8644223,-2.819913,-4.430282,-7.5155287,-4.6968827,-15.263152,-4.4176574,-4.6824927,-9.452807
0.520152,-0.2964213,-0.56755406,0.47914857,-2.085874,2.6257265,-1.1912514,-1.3131111,-1.9517496,-2.864769,-2.190306,-1.4162045,-1.6202946,-2.3396857,-4.7560325,-2.5962846,-5.144226,-4.0754485,4.1440983,-3.867512
-1.1272246,0.74322903,0.39085695,1.602245,1.1327585,0.417997,-3.1930146,-0.0062359786,-6.2702336,0.33213225,7.303411,-0.9378283,-3.6695454,1.8389018,-1.6406684,4.6354575,-0.49426532,-2.1100197,9.639404,2.0453653
